userid,canceled
1db48967,FALSE
1db8c3cd,TRUE
1dee39b924750cf3fe1b,FALSE
1e01e9da438b7caa7f73,FALSE
1e0351d94d122bfb3549,FALSE
1e1004c1,FALSE
1e113d9869b63dc855f5,TRUE
1e2e8a254df5a0343780,FALSE
1e36e31d,FALSE
1e8eb341,FALSE
1e94bea9c79e3df409b5,FALSE
1e9ec533227fec4eaa1f,TRUE
1edca9c3eab0dd5470ea,TRUE
1ee49e83219c57f542fe,FALSE
1f09c3782c06b06a1d89,TRUE
1f2968e62b3b2826befd,FALSE
1f3044acabfcd0269820,FALSE
1f59736b,FALSE
1f69fe66611cd2670bef,FALSE
1f6bfa75a6b843005ecb,TRUE
1f7e49f6ee3dc83e37a5,FALSE
1f96b8ce185314b58e4c,FALSE
1f9d716eff28de24895c,TRUE
1fda780f2f02f529afce,FALSE
1fdfab8192288cd52bc0,FALSE
1fe5bc1a93bfd3a42bfb,TRUE
1fec42cb1e98876cb70f,TRUE
1feda988f474c05f899f,TRUE
1ff0aa9e6cdd8a17a758,FALSE
1ff1b747,TRUE
20063247,FALSE
20241b366b6675b6ac53,FALSE
202ea68d,FALSE
20403973fb64c5dfcc60,TRUE
2046b532,FALSE
204f45309ac1c9768c8b,TRUE
20505b827bf5ec7af045,TRUE
205a762d,TRUE
206f5552,TRUE
2070ba59,TRUE
2084d0e2569766e77238,FALSE
20a54e2d,FALSE
20aabbd9b55f6bf6db28,TRUE
20b4c908a015ac064806,FALSE
20f96d9811f54ec2ce41,TRUE
20fce14f4c6e366eca78,FALSE
2115aa0c7ec08a9df27e,TRUE
21331952cab8dad372f5,TRUE
21409a2bdcc8d657d2f0,FALSE
215ecd6e,FALSE
21671696e8b02f33d37d,FALSE
2170b5db1ac0084c34e4,TRUE
217949a87eddee65dc59,FALSE
21837e349a166889782d,FALSE
218719b65c4c5a0c329d,TRUE
21c83c7f5c44a62880a5,FALSE
220975fc,FALSE
22122c945a734070e6f7,TRUE
22136233,FALSE
221dd2ae6604fe8a4a9f,TRUE
221e068071543f975099,FALSE
222d0427e2f696ef1feb,TRUE
222f11bb9d14824f2f44,TRUE
22485912,FALSE
224a5cb4c5a8c0fc7f28,TRUE
224c0333,FALSE
224f2d627ff35cc3d1ae,TRUE
2262fd9,FALSE
227470a8dfdaab9e9660,FALSE
227c49fcee9c5bdcb8ea,FALSE
229eefa2,TRUE
22a75d07,FALSE
22a88b43,FALSE
22b9d37e2b01ae6e5deb,FALSE
22db5094f4fe7efa4b77,FALSE
22db63b7,FALSE
22ee578aa4828928472f,FALSE
2300c28b,FALSE
23014a4e5095bc548a65,FALSE
230d690059ba38d32931,TRUE
230e336b6b5828dc23d2,TRUE
23213e801c9eea6904d0,FALSE
232d2363dcfcbcf977b6,TRUE
2333dc57925d3e3a8d73,FALSE
236d6aac,FALSE
238d8bb7,FALSE
23ae5c85,TRUE
23b41e176137296c1514,FALSE
23c364320c0b43b66d36,TRUE
23c483aadcb8cfd7d8e1,TRUE
2417cb14,FALSE
2418cd1,FALSE
2444537f0f205d74e10d,TRUE
245320446b63c86c2ce4,TRUE
246e6171,FALSE
247a5be0b84e702c7f39,FALSE
2483ac99,TRUE
2498b1906645bc8bc4bf,TRUE
24b66e82,FALSE
24bb8508,FALSE
24e4f97e,TRUE
2504751752b9220ff9a9,FALSE
2508ed1647045c9ce223,TRUE
250af0ef,TRUE
25146f4f,TRUE
2518660443f6e1efa7bb,TRUE
251bb8b3d04b445cd37a,FALSE
253d7e6f508a696ed2de,FALSE
25511b3f,TRUE
2554970f,FALSE
25621f8b20552bb6cec6,FALSE
2567142be971b800c607,FALSE
257391dd4022570b5d78,FALSE
2573b3aaede6da49d50f,FALSE
25de12eb526931c4d4b5,FALSE
25e1a0f8,FALSE
25e8d7681fe99c0e0334,TRUE
25f1df3aec9035d1a76f,FALSE
25f27e01,TRUE
260097f6,FALSE
2605b6d44dd96b2021b3,FALSE
2610377b9dbf54013326,TRUE
26227b5d,TRUE
26641d5a,TRUE
2664c9fd5550d8d1de03,FALSE
266f1c7c,TRUE
267c46930ba7a9165c61,TRUE
26ab70d1,TRUE
26cca5a6,FALSE
26cd7a75,FALSE
26f50ce7,TRUE
2709640ca1be0a972830,TRUE
27323d5392c37ee54b1e,TRUE
2753fbd,TRUE
27571166,TRUE
27585c22af276f7b0938,FALSE
275b3d8b,TRUE
276b42827eb7cae07909,FALSE
27720e8ba6d6c5989ea9,FALSE
2774a860,TRUE
278d7b3585be9b32f615,FALSE
279ecf05c8f743b29145,FALSE
27e07d53,FALSE
27fa63f0,FALSE
27fc7d29,TRUE
280d3c29,FALSE
281106c18083f1a8ffee,TRUE
282bddeb,FALSE
28366d99,TRUE
2837bc70,TRUE
2843a0ac,FALSE
28592e8d31597bc45148,FALSE
288e66130ec880f3ba1f,TRUE
28bc0ea4484259861d32,TRUE
28c8d3f,FALSE
28ca7397196a7cb4ad0e,FALSE
2903ac212d3ad4857000,FALSE
290be3d6,TRUE
2919eca,FALSE
291cd149228aba369dde,TRUE
29372672bfd11872eca7,FALSE
298f4e6f4cfa4b702745,FALSE
29a8bc3e,FALSE
29b524110fd0dac342bf,FALSE
29b5fffd3c78ea42b660,TRUE
29c4b500,FALSE
29e54ae0bcb28cfc7e47,FALSE
29faaa6bc95747312d0f,FALSE
29fcc30df33d27485046,TRUE
2a61e0820ccd19d11056,TRUE
2a8d6d059a445b8ac09a,FALSE
2a90004c,FALSE
2aa47dd30a461837d5a3,FALSE
2aa6881df318e661353c,TRUE
2ac16744,FALSE
2b271ee458a2445947dc,FALSE
2b4f9acd170169de3b6d,FALSE
2b50d35283cd65ad3218,FALSE
2b6ae199,FALSE
2b718bb1,TRUE
2b77f2058d78d99481f6,FALSE
2b86f707,FALSE
2b87853f5e386bd0367d,FALSE
2b98aaab703a362affb1,TRUE
2b9b61ee,TRUE
2b9d59227d84817b3c5c,TRUE
2ba5f56290a262fd27d9,TRUE
2ba82a7e34ca6661fbda,FALSE
2bc254efa1f8a823d0d1,TRUE
2bccce207c1b3cfd5eda,FALSE
2bd893e3a4db2739cfe2,FALSE
2bdc11c743a1d6cdb1d4,TRUE
2c3c6ea4,FALSE
2c690a39bab4b8107be4,FALSE
2c8b3f14130ff25417a7,TRUE
2c90c6b69ce63a37ba9b,TRUE
2c9e2a0aa39ed2aab85f,FALSE
2cbd7e2301fe1fc61962,FALSE
2ce3fa4f,FALSE
2ce80acee26a0b2f5e91,FALSE
2cedb1aed52dd5d14039,TRUE
2d05b572603cce5dc002,TRUE
2d0e5f66414aa1563fbe,TRUE
2d271cf0b7bd53fff7ba,FALSE
2d34cbb2,FALSE
2d35117a,FALSE
2d38fbf6d925843bb123,FALSE
2d56a95c2919b732c741,FALSE
2d679849,TRUE
2d9f67772bec93852c25,TRUE
2d9fb64ada80e39e966e,FALSE
2da6c7cebb1ddcccd724,FALSE
2dc3a42645345e7ddc64,TRUE
2dc5ea6df2f1d723aa76,TRUE
2dd5da9d6266c6f48457,FALSE
2ddb8c4aef5a61473537,FALSE
2e145df8,TRUE
2e19dc15afe6c87fa901,FALSE
2e20407b11ea8274533e,TRUE
2e2829fc,FALSE
2e38f0a289ef2f53fdf5,TRUE
2e674f7a,FALSE
2ea69e8811068b7b4417,FALSE
2ef28622904b31b1defe,FALSE
2f1822ed3b72b2ff4bc0,FALSE
2f27987a,FALSE
2f2bee683f7fc3a53a58,FALSE
2f3e8fddac6bec534382,TRUE
2f5dcab0a70e290418fd,TRUE
2f65bddd,FALSE
2f8a7ec40b7e7962ce10,FALSE
2fc205fb262554ad56ea,TRUE
2fc4687a,FALSE
2fc5db0124d1d46faa61,FALSE
2ff7f254997ee0698875,FALSE
2ffc1447,FALSE
3018cfc38d7995677b8a,TRUE
301906ea58916eac7bd3,TRUE
301c270385af637f491d,TRUE
301ff2e3,FALSE
303d8b912631c2760295,TRUE
3054771,FALSE
306bcf4d70243ba8a92c,FALSE
30905cbb97e7cb81a86f,FALSE
309b0b56dcf461b97956,FALSE
309cf5d821b666469ded,TRUE
309de12192a4e1cf211b,TRUE
309f27c43ec14ffa6b7b,TRUE
30a05afd4bc89e5b33da,TRUE
30d8cc155a46a354835c,TRUE
30de25f4,TRUE
30e5d247,TRUE
30f5ecb16143c64e8271,FALSE
30fc7c9aa271fa380a96,TRUE
310db1f08555c630e81d,TRUE
311afb7,TRUE
313179b2bddf76105a2d,FALSE
31592a044e982ba44826,TRUE
315e6accdd32392f4dbf,TRUE
316620b0,FALSE
3186cffa,FALSE
31eb2494,FALSE
31ff0f65f930a3127da0,FALSE
321d4f557693f6cf7bda,TRUE
32217e0dac604e6b028b,TRUE
323b2b36,FALSE
324381ae4c7d0505efdd,FALSE
32483f7db26d4120efc6,FALSE
3269cf7542b3da5b8ffe,FALSE
3285340b,TRUE
3294df58,FALSE
3295b1d3206ebaac870d,FALSE
32b5dafc2bcf9f451927,TRUE
32caaa37,FALSE
32df91f1,TRUE
32eb1173,FALSE
33070975a4384eaf0961,TRUE
33124bd68a9ef4b542ac,TRUE
332106f379193ec3943b,FALSE
333a32ba8ca83e92af0b,FALSE
33420a08ddbad9ece3c0,TRUE
33510f2a,FALSE
33594bfc7df07f4f7117,FALSE
335a5030f04ef3d3ab3c,FALSE
335cc8c7,TRUE
33627a84f04d9c1b250e,TRUE
336be10e,FALSE
3379db5811b2105447e2,TRUE
3381bd08a8ea4f1721a7,TRUE
33a287df,FALSE
33a32586645cb0e0ed0e,TRUE
33a9bf45681a3c17a102,TRUE
33b01dfb43abec173827,FALSE
33b714288b2e7808d277,FALSE
33bdd2d067edda7ab307,FALSE
33d70dc42c8746ce901a,FALSE
33e4e74c,FALSE
33ec7eb6b1d0f408d486,TRUE
33ef87ed,FALSE
33f74bcf4f69ea7d9a38,FALSE
3405d15f,TRUE
3418c2fb,FALSE
341f27e1,TRUE
344831a6c74fe4d472a8,TRUE
345280c8,TRUE
34573e189f7d46edf0b9,FALSE
345b3834,FALSE
34886bc5,TRUE
348f1a8cf16ab0204616,FALSE
34acd7f8,TRUE
34b1738d9a0152c62a6e,FALSE
34ba27002294db1c0d96,FALSE
34ba4bf84f271230ffd4,FALSE
34bdfc25,FALSE
34cab3f528e8fb1caf87,FALSE
34f7ccf192f621f8c7f3,FALSE
3515eeaf8737855e5130,TRUE
354b39f1ff34424709e3,TRUE
357e286f,TRUE
35818a00,FALSE
358ededcf917f030c576,FALSE
35a4754cd22e3847a56e,FALSE
36344c1750c46183448b,TRUE
363a0a7e30655b311e5b,FALSE
3666e57b5452403cd469,FALSE
36891c8,FALSE
36cbc6ac8ef69ad85b08,FALSE
36d0054c,TRUE
371432d5ce659872f05c,FALSE
373358b3c48d4b728ce0,FALSE
3737909d,TRUE
3783e270,FALSE
37937945d9cd599dd0cc,FALSE
37a36d8d,FALSE
37b18d46,FALSE
37b31174b56270e4d560,TRUE
37b32e02,FALSE
37d08df802af16196642,TRUE
37f3cdaa,FALSE
380156661c9af42909ac,FALSE
3804f369401de61cf68e,FALSE
3866fe473d971b03f941,TRUE
3872acb5,FALSE
387922319f7fbf8e25c3,FALSE
3884a4dd,FALSE
38860be4f4b6104f7ec9,TRUE
3890a0ad0cbc6bfb50c5,FALSE
38913b21,FALSE
38b3466391812b68de70,TRUE
38bd54499c0b96e11921,TRUE
38bdb06b,FALSE
38d651da69c8bb9f8238,FALSE
38f8d0707422155d0924,TRUE
391d97b7,FALSE
392359bd1b7a8164ea42,FALSE
392550f4,FALSE
392c22f,TRUE
3931cba0,TRUE
39419cda,FALSE
39430e29a59472813a8a,FALSE
3946052b2497cbfc03d4,TRUE
397fa5d69f40a48816ad,TRUE
398c4f8a,FALSE
39c761f1296b630028f7,TRUE
39cb0da8131d5f036f6a,TRUE
39d2e847514bc6a8bb93,FALSE
39d6e32cec86aa83dc99,TRUE
39db6d5f,FALSE
39dc3484,TRUE
3a11aef7,TRUE
3a2b724bb95fc97cfbc6,TRUE
3a5550604a215399aeac,FALSE
3a5c9178385716621b86,TRUE
3a78504511fa0e8c851d,FALSE
3a7e56746b758fa619c6,FALSE
3a85aa80a6aa9a07f08c,TRUE
3a89a3f,FALSE
3a97d8be463d5ff25950,TRUE
3ac7d3c7,FALSE
3ad37a58aeda0033b376,TRUE
3af0c4d5,FALSE
3b17ca6e595e4a918357,FALSE
3b18da5b0c7f7626f6b7,FALSE
3b204ec8,FALSE
3b326224a14000a0f071,FALSE
3b47bc04d9bb06788e6e,TRUE
3b5ea09b9523f0819091,FALSE
3b7525e3dc11118ecb48,TRUE
3b805a5,FALSE
3bcd8e45,FALSE
3be3669b,FALSE
3bfa4568afe6c4deb844,TRUE
3c12c71e42958dd65357,FALSE
3c3e5d09f09d6f8415a3,FALSE
3c45fbbf9fb3f9998d3b,TRUE
3c4828c2cd4e18d57bd0,TRUE
3c575e9c380b1aa8585e,TRUE
3c699eb10b0bdb11ad26,TRUE
3c6bcd710bedf96b8f6f,TRUE
3c813ef79ef161e81974,FALSE
3c94d711,FALSE
3c96a5f0,FALSE
3cba8e4038d1d0c7763d,TRUE
3cc3a19c,FALSE
3ccdbabd,TRUE
3cdabfdf1112fea89cb8,FALSE
3cebf7af,FALSE
3d0112b5,FALSE
3d2be353ac53c9e6dc28,TRUE
3d33f3f5,FALSE
3d55e5108f73b25695f1,FALSE
3d69839cfccf37d8d701,TRUE
3d771f90af36975b18cb,FALSE
3d8d60ba,FALSE
3d8f8972,TRUE
3e00da4fbdd772022f5b,TRUE
3e1295b1,FALSE
3e14e1b1f99c9ff297ca,TRUE
3e273f9c,TRUE
3e2c0826702e6ae36f07,TRUE
3e2f4d12364742bcaeb0,FALSE
3e643da2,FALSE
3e69c939,TRUE
3e90d7ee95b642e1b9b2,TRUE
3ee3c39c6368753914e6,FALSE
3ee42a04,FALSE
3ef35b55,FALSE
3f2ef009,FALSE
3f345e26,TRUE
3f3d644bdcdffa71e7b9,TRUE
3f46920f,FALSE
3f4cb5eb,FALSE
3f7d4225cea9bdf2837b,TRUE
3f8471ae,FALSE
3f8c5593f53fc0bbf329,FALSE
3f8fc516731a67228b88,FALSE
3fc17cb,TRUE
3fc45e50,FALSE
40272d75,FALSE
402c1fe2fe05f851c307,FALSE
4046e411,TRUE
4047cafa93563366a895,FALSE
4065e3fa,FALSE
406d6e9d806e487649bb,TRUE
4074eeccea0ceb9d3369,FALSE
409ad2cf7953b7dfda87,FALSE
40b05b2d,TRUE
40b4edabe8755fe5ccd2,FALSE
40b79bbc,FALSE
40c4d361654c8e030e2f,FALSE
40e8fff7,FALSE
40eea8cf0bab9a323275,FALSE
40efa879,FALSE
4101d0f,FALSE
411e87587b80fb86b333,FALSE
4136e7aeefe54aae1c81,FALSE
41517378,TRUE
4165fd2a1043f5d307c2,FALSE
418f381c821f0a95dcbe,TRUE
4190ba26,FALSE
41927e3685cfc478cd0f,FALSE
41b68fcd039587d2f087,TRUE
41d10a86,FALSE
425d0bcadff11b5c0b05,FALSE
4281d0afbf883c59a677,FALSE
42848f47a70a8499d9e6,TRUE
42a6e7c71df9a727801a,FALSE
42b46e0044ebf207c88c,FALSE
42ca8b2c7df1583de6b0,FALSE
42dd36a3,TRUE
42e969fd,FALSE
42f36e9e,FALSE
42f78696,FALSE
42f7cd414e82044b25be,FALSE
43044cc0817db851b7f2,FALSE
430788f0266c9b31bc76,FALSE
432643506f46d401e0cc,FALSE
43429de9,FALSE
435fbe63f7a4a3e5aab1,FALSE
43649b4b,TRUE
4365d8b03a32b85e1cd9,FALSE
43a2957d0758f18def9b,FALSE
43a56122,FALSE
43e3cd54,FALSE
43e62e3fff92741d8686,TRUE
44293cd2,TRUE
4450a963,TRUE
44693dc1,TRUE
447368b7,FALSE
448ee9a5,FALSE
4491b7da86a5085eb12a,FALSE
449b1e22474c133187b6,FALSE
44afa7baf9115d9d29ff,FALSE
44cc4e03df988e962a95,TRUE
44d22c57c714e2b16fae,FALSE
4551ba7480356fa98ef4,TRUE
455e39f6,FALSE
455ed650,FALSE
4576d9228edfc3121fd0,FALSE
45802dd02c9dcb6e3d1b,TRUE
458132739ea86a60f3c9,FALSE
45a208d7,TRUE
45a6bebb,TRUE
45ea020650aeb8dba3c9,FALSE
45efc0a61bd3b8af371c,TRUE
45f3cdc9e64744ad4d77,TRUE
45f5852b646eabe3a93b,FALSE
45f78249ce23d0700882,FALSE
45f83afc19b076fe4b70,FALSE
46019d66d48fdb91b043,FALSE
462536286f2c172a5924,FALSE
463083bc,FALSE
