userid,canceled
46746d540eac194f2406,TRUE
467edf26c616954b7a35,FALSE
469f2b601a47359d39bc,TRUE
46ab3e7395d6f8a2284f,FALSE
46ca7e42,FALSE
46ce33ac1e3714e50018,FALSE
46d1b65a,FALSE
46d2a17811aa9612ad2d,FALSE
46db5aca,TRUE
47077342,TRUE
4715d175a8916abe502d,TRUE
4716c5768ec236397293,FALSE
4719743c4f2ae868d5cc,TRUE
47290069f45179714729,TRUE
47311668c7144fa0a0ba,FALSE
4740ecd1,FALSE
474df37d,TRUE
474f3db3,TRUE
4750bb50bf901fbc2109,TRUE
4753dffc,FALSE
475dcbff99fd7586132f,TRUE
476b10b,TRUE
477029ec7ed13d109d64,TRUE
478ce6cad91c27bfb5f2,FALSE
479b70eb7b296a0b0cba,FALSE
47c8820e,TRUE
47e4c36b,TRUE
47fe0de7,FALSE
48587541,FALSE
4866ae6551f813ce38cd,TRUE
487974c1,TRUE
488dd000,FALSE
489906806c4e39114ce2,TRUE
48a2ffcc502e8c86a2bb,FALSE
48b3016f0d90705716a8,TRUE
48b85140,FALSE
48d5cb70563a0993c6f2,TRUE
48da086f5b484dcce07b,TRUE
48ee4d106938bc909817,FALSE
49127f4394fd4904f23f,FALSE
496d44e027bc81270684,TRUE
497aad1c47f5bc373095,TRUE
49916fc1,FALSE
4999aa0,FALSE
49a4fde749149d634def,TRUE
49a729d4,TRUE
49afc5ab06defbc1871e,FALSE
49d9cdb97e98e3aab636,TRUE
49e64b809d001963883a,FALSE
49f605cee8e6e9579756,TRUE
49feeee3ec7e13705593,FALSE
4a11a4a11d52ee461ae0,TRUE
4a2362b4a4e97796daee,TRUE
4a2acc92b6fcdbe39404,FALSE
4a4bbd19be44872c372c,TRUE
4a50691ff887bcfdbe23,TRUE
4a5ed3d1,TRUE
4a6c5009a08665793291,TRUE
4a7859c2,FALSE
4a8eff0c1035735ef86c,FALSE
4a96da8b,FALSE
4a9fd69b,FALSE
4aa10e37d4b6beaf1160,FALSE
4ab3b783,TRUE
4acd1921f91e1afdffee,FALSE
4acf9057,TRUE
4adfaf37,FALSE
4ae3c8d9,TRUE
4aec49cc,FALSE
4b48403,FALSE
4b53c5ab8d78fbe034c7,FALSE
4b6b4d70,FALSE
4b7a5700,FALSE
4b7c0ff9,FALSE
4b80461430803781806f,FALSE
4b85886b,FALSE
4b9f02395581acabdc03,FALSE
4ba18566,FALSE
4bd3168b,FALSE
4bf3a65ec723cb48dd64,FALSE
4c0bbf6beeda9f6076ea,TRUE
4c18320f88be344c0194,TRUE
4c1e9781811c492ad8f4,TRUE
4c79d9fb,TRUE
4c801f16aa607e9c685c,TRUE
4c89094f,FALSE
4c897a61,TRUE
4c9d404602afa9e709c6,TRUE
4c9df927bacf8cbc73ef,FALSE
4cba1e52c8536459e2cd,FALSE
4cbfb7c6,TRUE
4cdeef8e733d447a876b,FALSE
4ce9fb4f733ce9a83d8a,TRUE
4cea6d4e,TRUE
4cfd150a08030f92c9ab,FALSE
4d21235f638d4aaed3fe,FALSE
4d24c99ba7375ac61062,FALSE
4d30a62f8daef40cec2b,TRUE
4d4d395fb4c8571c9d1c,FALSE
4d5d054a,FALSE
4d70a123,FALSE
4d8d2c77d6bff4f1a904,TRUE
4d8ff8fd478791aa5373,TRUE
4dc33b9a,FALSE
4ddcdb30,FALSE
4de54ef6ea8c8b309c72,FALSE
4e03384ca76c5703ea87,TRUE
4e070c12032553be1f27,FALSE
4e19db22,FALSE
4e2870df,FALSE
4e634f6d,FALSE
4e6b337,FALSE
4e746bc53232114be612,FALSE
4e83f416,FALSE
4e881b20,FALSE
4eb854c2,FALSE
4ee86e71872fe1f644a0,TRUE
4f0ba0f9,FALSE
4f0c581f8a8367709138,FALSE
4f29f688,FALSE
4f2e61ae,FALSE
4f77ff91fde6544ebd98,FALSE
4f8395ca,FALSE
4f83a9f42b5365a68f9c,FALSE
4f88dd0c,FALSE
4f9dc0a83bc8c86d8218,FALSE
4fa2beff,FALSE
4fa784d5cafc5a24f335,FALSE
4face0b94db75a32635b,FALSE
4fb3c6dc,FALSE
4fbb63ccdd855bdaa910,FALSE
4fc4512335d9b7594c5a,TRUE
4fcbaf0e29a72022e2a4,FALSE
4fd209fe,FALSE
4fe9f52e,TRUE
4ff13b7b4f6b8578053b,FALSE
4ff67fd9337ac1a7e48d,TRUE
5000fdfdbcbdd31688d3,TRUE
5025e6e96e284903a8a6,TRUE
503e50cc,FALSE
505c4fedcda8bcefef55,TRUE
5067c097a34d360611ea,FALSE
507768ca,FALSE
507ed9a5e823f9853dc2,TRUE
5081bc1d,TRUE
508e881c,FALSE
509437acde210999f878,FALSE
50990ceccc5dd313db37,FALSE
509b679d,FALSE
50aed29c297bdac58adb,TRUE
50b1aff4d023a2566bef,TRUE
50d701e7213b9fc89b19,FALSE
50dfb5f6,FALSE
50e576b7e9e99ed71985,FALSE
50f7a95,FALSE
510129900e9b6102694b,FALSE
511d5d26b18f20d72707,TRUE
51216adf312ad6e1e282,FALSE
5122e89f2d10875f8112,TRUE
5158c18f286c06fca521,FALSE
515e77ca,FALSE
5179abbe,FALSE
51841b33,FALSE
5187fe41419b6b5db0c2,FALSE
51930a0a620b29089fb1,FALSE
51a51905feeadc815d0c,FALSE
51a6e610b00856bb421e,FALSE
51afd7e6d630bd03962d,TRUE
51bc0e020296105af0ca,FALSE
51bdcbd8,FALSE
51c8cab8,FALSE
5243de083a49dfce56fd,TRUE
5248f3f04e194a603203,FALSE
52599eb210207ba90e80,FALSE
525f1aec0437570b9af9,TRUE
5266ef782d15c52fffcb,FALSE
527fb017,FALSE
529ef6f03bad91504ea5,FALSE
52ad40efd5c433e294df,FALSE
52b28791,TRUE
52b3b7554dfee78c6f73,TRUE
52e83766d82a965c5d0e,FALSE
52ec5995,TRUE
52ee0619d8e3cc768b02,FALSE
53077490,FALSE
5314c98966509213d4ad,FALSE
531d68d5,TRUE
531f6d43875f4243c4f5,TRUE
53251cfd5c44befe1c37,TRUE
532754b5c45ffcbdbda2,FALSE
538e22a3c7d0178ebcbf,FALSE
53aafaa0f2b6cf0566e1,FALSE
53c25217,TRUE
53db216f,TRUE
5423f72b51a853f17a7a,FALSE
542c7c9058f06d07219d,FALSE
5488daaf687a4b116003,TRUE
5493a329,TRUE
549cba6,FALSE
54a98a130fdee898130f,FALSE
54b36c44,FALSE
54c070b2,FALSE
54cf92a0,TRUE
5500fc2a,TRUE
5507775da9ce7af44eb2,FALSE
551e5e84,FALSE
55576c52a72cfb2f8685,FALSE
555c56d8e340271469b6,FALSE
557d39a480d8ffe5cfe2,TRUE
557f2da,FALSE
558f4604,FALSE
55c142a2,FALSE
55ca4cf0ac56128f5db4,TRUE
55cf9fe6f7a395c2d96a,FALSE
560aa3b3b012c200070a,FALSE
560b703e349f9b6f4d01,FALSE
561a40ac5ffeab47d636,FALSE
5639e4ea,FALSE
5640c52a,TRUE
5645f0316b5e3832c48a,TRUE
565d583cf902e1687086,TRUE
565d8eca,TRUE
56612df1755720288879,FALSE
566501dcef7af3e406a2,TRUE
5676fd2f0a9d47bcb21b,FALSE
567c4f08,FALSE
567df4871f3f7f34e212,FALSE
568a2bff6e695dafe1cc,TRUE
56c81749,TRUE
56e18a92d55476b9f1c5,TRUE
56e9e255,FALSE
56ee8505f15a55b23388,FALSE
56fe7759dc5cbc95a081,FALSE
5735025446cf748f1cdf,FALSE
57449c8c13a18d53a419,FALSE
575cb52363bfdc35df59,FALSE
5762c6119ef53af8ab84,FALSE
57745e27726b7e3ec8a2,FALSE
5783e8bb72341abcf600,FALSE
5793ec4f75d87853d666,FALSE
5799e9f10b1cdf9e7b84,FALSE
57aa558c265c0a09754c,TRUE
57ac9cf4b98139e01833,FALSE
57b620e62890942791eb,TRUE
57c463254d615b64d1b2,FALSE
57da556bd38f1b581883,FALSE
57db20d5,FALSE
57ded85a,FALSE
57e0b7e4,TRUE
58108754,TRUE
5810fd9b,FALSE
583641724dba51b63dbb,FALSE
583fd8cf1cb9361b9bd5,TRUE
5859f264,TRUE
585f76281d40208ea5f2,FALSE
586d189e,TRUE
5875d2938f22ff451526,TRUE
587d29af,FALSE
58866795cb791df1ee0b,FALSE
58a91b59ea2e26e2f9c3,FALSE
58d4fc76ee98992fce26,FALSE
58e6f3f1,TRUE
58eb478f11ec2752f501,FALSE
58f374c94acbccf4c9b4,FALSE
59014fb963a52ca89364,FALSE
59083f56e37a103e1fc9,FALSE
59556ae5be10b08bb1d5,TRUE
59638fc76449d96adf59,TRUE
596e9c6530904a8b8bc4,TRUE
597642c,TRUE
597811f4a5db3fa73c26,FALSE
59944a1f57ae85c117e2,FALSE
59b32976,FALSE
59cb60c545a1109de252,FALSE
59f19e27,FALSE
59f78641b3741032b31d,FALSE
5a01846c92dbf51ba86a,TRUE
5a06f024ff58d35d03f3,FALSE
5a0afc0c,FALSE
5a0f7903,FALSE
5a2a4cdc767e2195cbc5,TRUE
5a5ad910,FALSE
5a67bc4,FALSE
5a6b2510bf70f1cdfed3,TRUE
5a6f14cab42ab0da9178,FALSE
5a85fecd,FALSE
5a8e0abd2864a218960b,FALSE
5aa20be8,TRUE
5aa44fd8,FALSE
5aaf412afb90ed9171e6,FALSE
5abc485f,FALSE
5ac23ff1,FALSE
5ac345c5f5dc59270f57,FALSE
5aca34229f44e95fd5aa,TRUE
5ae17aae6b53333804f7,TRUE
5aed2745d4e6ebd4d3f8,FALSE
5aff87d4c8da666a7c8e,TRUE
5b10fbe2,FALSE
5b44c2ad,TRUE
5b62a49a8b4aaf8ed23c,FALSE
5b678083,FALSE
5b6dec7102fbf40e1cdc,FALSE
5b9c6f,FALSE
5ba56817,FALSE
5bc25bf7a0d07d3a864f,TRUE
5be31aee,TRUE
5bf5bd1b,FALSE
5c051aa1412673e30663,TRUE
5c07705623198b46c546,FALSE
5c0eb471,FALSE
5c2cdca23279b5a985b3,FALSE
5c2fbffbe5edff0c9542,TRUE
5c344ce9,TRUE
5c420d10,FALSE
5c4dd7e3f95f261335af,TRUE
5c51db58,TRUE
5c65b2796d548a09ba1b,TRUE
5c6d5027,TRUE
5c7198762c40f1ddada2,TRUE
5c7198f80f4c0312cdf4,TRUE
5c73eba79727629137b3,FALSE
5c7f284966bdb382820f,TRUE
5c8034da,FALSE
5c8d933,FALSE
5c9b22ca,FALSE
5c9dda0d,FALSE
5ca918776492b4bf5a70,TRUE
5cacb2fe573836ec5706,TRUE
5caef019c45da7022191,FALSE
5cb156ede3f2e8d6d49b,FALSE
5cd652a81924a56cd73a,FALSE
5cf77377f6fb8aa6ecda,FALSE
5cf8ecc4,FALSE
5d00fd2,TRUE
5d1834f,TRUE
5d48e1d370d3edb247ef,TRUE
5d4d8ecfe7a9209100dd,FALSE
5d54efea7ba0527d3f27,FALSE
5d5d44bf,FALSE
5d63b561,TRUE
5d70b609a9c6bb91b1d8,TRUE
5d78fb2e,FALSE
5d9947ddea86cde490e7,TRUE
5da1cc0b49ab93d650e1,FALSE
5db51d54ef5f0615f655,FALSE
5dc2333bb6f41ad605f9,TRUE
5dcaa761,FALSE
5dd03890315c974e0394,FALSE
5dd8ab3e8eec89e05d2f,FALSE
5ddeddb57fabddb28e9a,TRUE
5de21d9d,FALSE
5de24883,FALSE
5e09c93a6eebaa5fbcd3,TRUE
5e0de3a2f59ad9ef6714,FALSE
5e11f80f37cac97bb563,TRUE
5e12eccc0dae0c3ced1b,TRUE
5e182c7e,FALSE
5e21254748b55270fd18,FALSE
5e22af7ee567251c660b,TRUE
5e3cbdda,TRUE
5e744bf3,TRUE
5e8cc8ffc79d7b52932c,FALSE
5e924a2f69c5891aa873,TRUE
5ec50be6d3d89532cde3,FALSE
5eda48c6,TRUE
5ee2531d50cec4cb6f79,FALSE
5ef41f56,TRUE
5ef7521bc56cb9148718,TRUE
5f021b7bfef3614bc5a1,TRUE
5f161b9ae49ed122d6b9,TRUE
5f282141,FALSE
5f5701b0fb9c20e629f7,FALSE
5f72dbe69e08d641f38d,FALSE
5f99866293c906c54039,FALSE
5fa418ed9acb3888c07b,FALSE
5fc45552afd6f9e727e7,FALSE
5ff8912ef0b270a04f94,FALSE
603e607aeae87a148b54,FALSE
6049750081b6da593a6b,TRUE
60564fa250e249a59789,TRUE
6061c5fabdbf8be6b96e,TRUE
60640563dd7141e7077f,FALSE
60baaacc,FALSE
60d02d73,FALSE
60d8178,FALSE
60f903cc79448ebf7567,FALSE
610b73cfb8801b0b717a,TRUE
61121e41c7806b0d1ba3,FALSE
614cecdb6831b1c369ac,TRUE
615eb532e5c43ee317e0,FALSE
616f476a,FALSE
618a23702265e5d90360,FALSE
61ae623f,FALSE
61b44737,TRUE
61b900711e7771e3386d,TRUE
61ecdedd0d2697519c85,TRUE
62037f43f10de28bbe1b,FALSE
6205786faa9d6078c48b,FALSE
6206f83e,FALSE
620eb9f06bc3639451e4,FALSE
62177b76cb95569a56fb,FALSE
6218d90,FALSE
6253e7d2ae6cb0857d58,FALSE
6257ecc7,FALSE
628397e98246740813eb,FALSE
6289fb09a5f95a42a2d2,FALSE
62900fdbcc4b6426c498,TRUE
62a4a00a55e04b839782,FALSE
62b2c59d7508d911bc95,FALSE
62c9207fe7b057fea298,FALSE
62d3b6f2,FALSE
62dbcb12,FALSE
62f9c9a88989ac52c46a,FALSE
630844a050dd0512105a,TRUE
63096f9f17ee47eecff5,TRUE
631a737664b88c5f86ac,TRUE
6323e6bd,FALSE
632ec207ec3e9eb42f82,FALSE
6355ba5b37a703ec198c,TRUE
6358f8697e3e31697cae,FALSE
63629bb3,TRUE
63657873bad239e6d82c,FALSE
636cb959b7ec309714a3,FALSE
63897c73,TRUE
63929151,FALSE
63a984b4,FALSE
63e6cb0a,FALSE
6406831b,FALSE
6409d058b12ba36aab17,TRUE
6427126467297d56b55a,TRUE
642f198ca4bd060eef31,TRUE
643a2b21cec39044d338,FALSE
643ef6f70fbc5fcae363,FALSE
643f63e2,FALSE
64494ecb5bf2cc489736,TRUE
644da75a,FALSE
646cff39,FALSE
647198d2,TRUE
647b5285dc82bde4c189,FALSE
64924ca6b87071da6407,TRUE
649a56b5,FALSE
64a4d10855f04140ec54,TRUE
64a7ae8638dc4a6804c1,TRUE
64b454ca22845ffe6804,FALSE
64b8fdf08fdcdb03bad9,TRUE
64ccdb92,FALSE
64cf3069,FALSE
64e576f286934f613cfc,TRUE
64e7ac1c6b8c50b1d81b,TRUE
650262c1,TRUE
651b9917,FALSE
6524876,FALSE
65275cb52e3e1ac2b098,FALSE
652c0f59b7e2fce688ae,TRUE
652c667b3a3884cf7a82,FALSE
65437b99,TRUE
654ce318563352a83606,FALSE
655e800b,TRUE
656062b22df002d1ced0,FALSE
657d77bd887b8d610307,FALSE
657f8aaf,TRUE
6590e22a,FALSE
65a94e62,FALSE
65f40414035250bb295f,FALSE
661de9,FALSE
66218212,TRUE
663193e1,TRUE
663901b2,FALSE
6648e5f3,TRUE
665689b51783349ee9ff,TRUE
665fe802401dcd21e7a7,TRUE
66690490d8b885ca3422,FALSE
666f0738a9cfb82e2bcc,FALSE
667210fb,TRUE
667779c6,TRUE
668044c9,FALSE
66852f536c688a613994,TRUE
66a1b6a1ecb00aad96a4,TRUE
66a3a75fbdd656b8d1cf,TRUE
66a8ff81f316ba499a85,TRUE
66b56ceaa558847b1453,TRUE
66d3b8e01ec546ed24b1,TRUE
66e7ed575e5460d22a33,FALSE
6707cc28,FALSE
67149ae8,TRUE
674e12240f5cf516bc1a,FALSE
67927ca945d1635ec8b9,FALSE
679a2c3feb1f4277e175,FALSE
67b004d1,FALSE
67e05d092aec1c1f17ce,FALSE
67f58b08,FALSE
67fa19c,TRUE
6827bf90c0a0040d0c58,FALSE
684e2a2,TRUE
685a2fef8782ea830f52,FALSE
6873d2d0,FALSE
687a538c,FALSE
68b2f0ab,FALSE
68bd455c8708d5e55d32,FALSE
68cb81d130b22928a1f8,FALSE
68d118d9,TRUE
68fff1787e988a8225a5,TRUE
690754011ea1d01dccfb,TRUE
691b5a98cdff7d384765,TRUE
692e5c0c,FALSE
6941f3ea,TRUE
6965d863,FALSE
697357704122923a2789,TRUE
6978260726194471ef26,TRUE
697dc812c866261abb28,FALSE
699a0516,TRUE
69ad11bc,FALSE
69b9a1b6,TRUE
69bdc1b4355d3fa8830f,TRUE
69bf7246bee586aa08c1,FALSE
69c454f0dfe8ac55cf05,FALSE
69c6288f,FALSE
69c88d62,FALSE
69f5fb5d,FALSE
69fa383b72ac5c9605df,TRUE
6a00c4cb7a20f62bf1a0,FALSE
6a0415ea,FALSE
6a069e1d44531996d8e1,TRUE
6a170594d096b6da97b2,FALSE
6a27416d,TRUE
6a4cbef6,TRUE
6a4eb85e5d9db242894f,FALSE
6a5c7d38,FALSE
6a7537875dab99e9ea61,FALSE
6a86181417b28a2c8e22,TRUE
6a96fc50,TRUE
6a9d5b3c1f37bb3dd91c,FALSE
6aa401c,FALSE
6adccf93,FALSE
6ae4d7099c579d27a72a,TRUE
6b02e1a04b4c7dc6bdc3,TRUE
6b1f3332,FALSE
6b310b5e,TRUE
6b4ee93915e2cce45757,FALSE
6b5f66d34ccda969a0f3,FALSE
6b66aa4,TRUE
6b68e82016b5886e87e9,TRUE
6b71bdc2,TRUE
6b80e6b3,FALSE
6bbdded0,FALSE
6bbf3fd2249de972c70e,FALSE
6bca549d2d85049498d2,TRUE
6bd6a2e7ffd8b2df4c3a,FALSE
6c017307,FALSE
6c3d1ecf,FALSE
6c4cf2120b4dbb55c7df,TRUE
6c85b189,FALSE
6c8ebdbf901f42b0d6ab,FALSE
6c9091985da2356ba292,TRUE
6cb37810036e7534fff0,FALSE
6cb9ec9fca2a8e1096ed,TRUE
6d08443a,FALSE
6d158cc5e36b26223088,TRUE
6d343a591250efefc028,FALSE
6d36bff5b6916e0f6021,FALSE
6d67004354b133d0b45f,FALSE
6d7a351bef9bf95083c5,FALSE
6d7f95ba,FALSE
6d949410,FALSE
6db409c6,TRUE
6dbaba5ea7b4b448657c,TRUE
6dbccec7e6c8c1fd4583,TRUE
6dcff23,FALSE
6de79c25,FALSE
6df33c7145a0ff7c8dd1,FALSE
6e016e6ed413839ce278,FALSE
6e0c0594,FALSE
6e1048cf23b0343f016f,TRUE
6e2bdc82aeb18e9498ca,FALSE
6e3cb4a2,FALSE
6e3e24ab,FALSE
6e4b827b930d3b31e2c7,TRUE
6e7240bd11ea15fb8931,FALSE
6ec102cf,TRUE
6ee9a71,TRUE
6efc3a01af0a96785580,FALSE
6f0b8d71459203d83707,FALSE
6f813bda,TRUE
6f8832c2d9022b46d31b,TRUE
6fa6871b382b67981b27,FALSE
6fb7cdda,FALSE
6fde5c2e2c8140d9cc2f,TRUE
6fde62ac,FALSE
7024fe45862a6990f1ca,TRUE
7034f5aebbaee32c1510,TRUE
705314a86cd96cc5bfa0,TRUE
705a8c0012490744776a,TRUE
70b34a51,TRUE
70b3bcf4,FALSE
70b6c19baf8b75135103,FALSE
70c038f6,FALSE
70e629b,FALSE
70e79c14d41e4066d1a5,TRUE
70e9838b8a638d508ad4,TRUE
70f8d9626ee338d24687,TRUE
70fcd98d05f1ef714239,FALSE
710c6e62aba08110f353,FALSE
71102a1b68ab7cd11912,TRUE
7112bfbf785d135431c6,FALSE
7112fb7c8ec1a671039d,FALSE
7117555,TRUE
71178b0af5cf8d428673,FALSE
71281743e896295b162d,TRUE
712b5b0b2ba71aac5def,TRUE
713b0aaf853c78f68f17,TRUE
716eab19,TRUE
716eebb4d0eb8e7293cc,TRUE
717ef04d,FALSE
718af77c71e69827ec3b,TRUE
719332d5516d6738a16d,TRUE
71a0323c,TRUE
71a6cdf71b31d7a2afd1,FALSE
71ad7abcbac89c79f451,TRUE
71b12019,FALSE
71bc5d0b567e036b3d5d,TRUE
71c17c,FALSE
71c9503815f4735d0e0b,TRUE
71d4e56d,FALSE
71e308128ad78a327cb0,TRUE
71eede3c0fd9080383cc,FALSE
720dc562,FALSE
7251e416,TRUE
7252da88,TRUE
7255696b2799ee44551d,TRUE
725ee56385336af9dadc,FALSE
727ca575386e0c83e2bc,TRUE
728027ca68fc6a3f5152,TRUE
7294edce,FALSE
72a0e99b,FALSE
72b023e648b0d9d07534,FALSE
72beb72758d14a7361c8,FALSE
72d1cc6abf6ea213ff5e,FALSE
72dbf96497122726b8f2,FALSE
72e7d9b67ec7bfb89780,FALSE
72fe72bca965e5f61c1c,FALSE
730aca89,TRUE
737356676d8664eaf550,FALSE
737fdeba,TRUE
738d5fdc,FALSE
73bc1b48cab169852b32,FALSE
73cc754457395953915d,FALSE
73f1cc0b3c59617c3459,TRUE
73ff71545939903430f3,TRUE
74013db86385745f3291,FALSE
74178f45ceedb18fe40a,TRUE
743246c9bb1bcc77c301,TRUE
743d99101f96e43bc059,TRUE
7445b03ca2f672be5487,TRUE
744c196e6a4b3199ae6d,FALSE
746e03d422332e8aa36c,TRUE
7478d0053b51cce56a78,FALSE
747f8bdd,FALSE
748089af8eda566a63c4,FALSE
749773aa23a2b643f559,TRUE
749d5c78,FALSE
74b46c92d7ca2b5e944d,FALSE
74c209bb2199f27b8643,FALSE
74d24e59f2881717381a,TRUE
74fe880ac45b9bb9fb95,TRUE
7501b74cae79e0def735,FALSE
750646d0961088e9ac72,FALSE
752acf27f0f6104931ec,FALSE
754cfade,FALSE
75872ff9dc4363b503c6,FALSE
75971922,FALSE
75a95711bb93451e6cc3,TRUE
75bad37c31a065ff4962,FALSE
75bbf644,FALSE
75bec304,TRUE
75e447b6,FALSE
75ee213f7b6611163ccf,FALSE
75fc3b90aa3da6c198b7,FALSE
7609487b,FALSE
760bf78d81b90943f5fa,FALSE
76144e8b,FALSE
761a035e,FALSE
761c735fda5c08825d58,FALSE
7622dd08,FALSE
76261816b54bd71d7de2,FALSE
763ed0ae0f9307b14f68,TRUE
764472e7,FALSE
764efe01434a470a9883,FALSE
7656bb27,TRUE
765fbbf32404bb083592,FALSE
7660112e,FALSE
7664ff237c7c070b4a69,FALSE
769c843af918d6e97eaf,TRUE
76ae425,FALSE
76b334a473f2dbeec631,FALSE
76c1382c95888b8fc73f,FALSE
76cbc3ef,FALSE
77145d52fd6acf89a042,TRUE
77184c658f3a67ef22c9,TRUE
7718ddcf,FALSE
77451445eae16ae01d9e,FALSE
7754c0c2,FALSE
77551cde32f0a5a4934c,FALSE
77708344,TRUE
77752faccb460fd9ea9d,FALSE
7785fc34700e1eb8b50a,TRUE
77a97834,FALSE
77c34075,FALSE
77d674edab62161303b8,FALSE
77e43472adf882e1b132,TRUE
7809ca365ff5713d61c0,FALSE
7815ad7e84d91f3b0a89,TRUE
7816d60e,FALSE
782028fa,FALSE
7829b113094ab6cdc379,TRUE
783be52c,FALSE
784b34303363abd15d86,TRUE
78582589,FALSE
78818e14a957b80b2eb8,TRUE
78a3da05,FALSE
78b20e09894c7cc74adb,TRUE
78d0c46686463bacd2e8,FALSE
78eb7aa9,FALSE
7935acef,FALSE
79818434466a8f6adc1e,FALSE
7984221b2426afb05f65,TRUE
7999409c,FALSE
79a26e463e7fdb315eeb,FALSE
79b35ffc,TRUE
79c03e95,FALSE
79d67a335c6f187c8a8c,FALSE
79da5704c2a1cf0e036c,FALSE
79ec6eaca2dc5923332c,TRUE
7a00652a807f8fea89f7,FALSE
7a0be53946e0ac2827e2,TRUE
7a12bd4e56208743be23,TRUE
7a1ffe6d172658fb2b02,FALSE
7a2d43a6df94c3f8405e,FALSE
7a415a003eceaf8fd4e1,TRUE
7a4536f6,TRUE
7a4bef5e,FALSE
7a56d9054ebf59238817,FALSE
7a752d0ffff864206354,TRUE
7a96ad3c8d6ca7574a0f,TRUE
7aa55a6e2b487cec49a1,FALSE
7aaa3477a01bc81bc84a,FALSE
7ae1171b624491a0b430,FALSE
7b088d798f2cf304e38d,TRUE
7b0d99fd,FALSE
7b1c49abbc9a9f4880e5,FALSE
7b3f110a,TRUE
7b7d4eb7,FALSE
7c01dce3,FALSE
7c022ffb,FALSE
7c2d5a69,TRUE
7c41da01e7a8a0fbf827,TRUE
7c55391fe2875525ff97,FALSE
7c65044e,TRUE
7c6ba0d0789e465e7028,TRUE
7c7f864f0e8e71fdc7eb,FALSE
7c8d1a11,FALSE
7caf30e,FALSE
7cd62cdd,FALSE
7cdefaf4,FALSE
7ced4392,TRUE
7ceed421,TRUE
7cf9a2413e960521c4b6,FALSE
7d0690bc,FALSE
7d131c7b9250ba1129f2,FALSE
7d5eff1cdb192f37f77c,FALSE
7d642c6c,TRUE
7d74797f9b783bd4d4a7,FALSE
7d83a650,FALSE
7d9c930,TRUE
7d9dd94f,FALSE
7db6106c19c23512db8f,FALSE
7dbca07e,TRUE
7dc46785,FALSE
7dcc9565,TRUE
7dd0578f1b837179edc1,FALSE
7dd3e8bc,TRUE
7dd3f9c12499f7508131,FALSE
7ddf3f6f814a2e5b8b33,TRUE
7dfacd0ddd71f31a25ef,TRUE
7dfe14887d42456cf372,FALSE
7e035722125457b9a6e8,TRUE
7e2fccf1a56eac6eab72,FALSE
7e38a7f4305537005eef,TRUE
7e3b285c823ce1f3822d,TRUE
7e5b8c32359cc7de9e8a,FALSE
7e8effee9b56f2078639,FALSE
7e977d17,TRUE
7e9bcb151d48f97ae271,TRUE
7e9be8fd,TRUE
7ebe4c5d6aa19dab1515,TRUE
7ec4f5cc85d0e9d1a24a,TRUE
7ecbfaf69f0cf60a4810,TRUE
7eceee245259451d2a52,TRUE
7edade5a6dd0cac445a3,FALSE
7ee68d52fc85b6fe1d45,FALSE
7ef3c059413be52930f7,TRUE
7f05a4420ad1942bb4e1,TRUE
7f11cbe94508920ed954,FALSE
7f15e71e,FALSE
7f27afc9,FALSE
7f4e5cff7cfbac157d49,FALSE
7f6f562881954c148f12,TRUE
7f8e4cdb0ecf4888f48c,FALSE
7f970d0c,TRUE
7fb59e76afa324298df8,TRUE
7fbcce7f,FALSE
7fcbf76e06fdef86e85a,TRUE
7fec3e34,FALSE
7ffae072,FALSE
800532a89c9f51349ea6,TRUE
801a66ace44ca201bf75,FALSE
80297e602f854eedbca5,FALSE
8034c9fcbf18653a60fc,TRUE
803cd881,TRUE
805a3bd7,FALSE
80764472712cb1a712d3,TRUE
80873537eae67d56b834,TRUE
8088fbb4,FALSE
8099c8ed6b56f88e433c,FALSE
80bfa32517c896efbb43,FALSE
80ce0ed0b94259be4993,TRUE
80d43530,FALSE
80e3820c,FALSE
810056f55e6a8e6f7f32,TRUE
81046aa165a7f60117e9,FALSE
8110f276965acd7bc165,TRUE
81114870dd18993002bb,TRUE
81162fee,FALSE
811ee609,FALSE
8121e4b86231ee275d9e,FALSE
81284ce7f801f36039fc,TRUE
813af66f872d32a7bc68,FALSE
814850d1215b222e5d5a,TRUE
814a678a542a90ef4303,FALSE
814be464a82ef7ce741e,FALSE
814dde2b3e00678ec489,TRUE
814dff6d10078fdc5361,FALSE
816880c3a96d31e80499,FALSE
81875c902f990183458b,FALSE
819659bb,FALSE
81ad1506bd7a66cb8f0b,FALSE
81b88a57ab75bf607ec1,FALSE
81be78518208130aa2fd,FALSE
81e456fe306ac787b55e,TRUE
81e51c098c4d7571c026,FALSE
81f9b8de89f2001a6653,FALSE
81fe8096,FALSE
82030e80,FALSE
821f8045,TRUE
822d51ae,FALSE
822e08a1e53ac3f9e764,FALSE
8234044d,FALSE
823701ee,TRUE
824ff3735b7e52175e47,FALSE
827a2ce1,FALSE
829a1d2af7148bfee099,FALSE
82a08a0efdf794318852,FALSE
82b0f968c80cc81e1007,TRUE
82c3276ab07cbb58af85,FALSE
82c98f90,FALSE
82e3336c88d04a1a3a3f,TRUE
8311df4b,FALSE
832486b3,FALSE
832708f8,FALSE
833fdd144443d8037f77,FALSE
83515dc784b314d6929e,FALSE
835a3407,FALSE
8364776e,FALSE
83665a3ead029164481c,TRUE
